,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real
483,39.22,1.54,80.12,Masculino,Azul,Preto,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
1027,48.85,1.67,41.65,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
174,48.22,1.45,82.65,Masculino,Verde,Ruivo,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
1063,13.94,1.77,54.81,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1448,11.49,1.79,71.82,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
832,27.13,1.86,89.65,Feminino,Azul,Castanho,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
1152,55.54,1.59,66.17,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
403,43.97,1.87,45.86,Masculino,Azul,Castanho,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
904,37.6,1.72,89.78,Masculino,Azul,Ruivo,Contusão,Rua,Parda,Classe Baixa,Desconhecido
132,10.89,1.79,60.09,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
297,24.46,1.78,37.26,Feminino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
1165,28.61,1.58,89.01,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
64,26.35,1.43,43.0,Masculino,Preto,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
163,36.55,1.47,31.29,Feminino,Azul,Castanho,Contusão,Escola,Negra,Classe Alta,Desconhecido
1205,13.54,1.5,43.08,Feminino,Castanho,Preto,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
788,15.61,1.63,60.0,Masculino,Castanho,Preto,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
1509,38.9,1.68,56.34,Feminino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
383,27.13,1.69,68.04,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
336,26.34,1.76,68.77,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
512,37.05,1.45,80.99,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
726,52.56,1.67,43.91,Feminino,Verde,Preto,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
75,48.33,1.52,33.26,Feminino,Preto,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
1226,20.87,1.51,40.11,Masculino,Azul,Ruivo,Contusão,Rua,Branca,Classe Média,Desconhecido
526,36.42,1.49,36.5,Masculino,Castanho,Preto,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1179,50.39,1.5,51.6,Masculino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
1295,24.72,1.72,50.16,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
1389,17.46,1.6,42.33,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1170,10.62,1.8,39.37,Masculino,Azul,Preto,Contusão,Rua,Amarela,Classe Média,Desconhecido
741,52.04,1.54,76.04,Masculino,Verde,Castanho,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido
944,18.85,1.77,50.22,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
1768,21.94,1.72,75.31,Feminino,Verde,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
391,30.62,1.87,76.33,Feminino,Castanho,Ruivo,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1682,26.81,1.86,85.4,Feminino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1515,40.44,1.75,54.03,Feminino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
1725,24.87,1.87,73.46,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1788,19.62,1.88,46.89,Feminino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz
916,12.75,1.83,54.11,Masculino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Média,Desconhecido
634,21.23,1.7,63.44,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1667,26.78,1.75,86.28,Feminino,Verde,Loiro,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1131,52.83,1.7,61.01,Feminino,Castanho,Preto,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido
598,52.52,1.54,54.47,Feminino,Azul,Ruivo,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
1172,48.96,1.87,75.78,Masculino,Preto,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
259,37.8,1.78,58.17,Feminino,Verde,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
1804,30.44,1.89,86.54,Feminino,Verde,Preto,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1510,42.43,1.6,86.64,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1749,32.51,1.74,74.17,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1368,15.97,1.45,74.5,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
812,50.99,1.8,65.59,Masculino,Verde,Castanho,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1577,16.85,1.65,56.96,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
959,42.23,1.43,84.61,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
398,16.74,1.42,30.23,Feminino,Azul,Castanho,Contusão,Rua,Parda,Classe Baixa,Desconhecido
1442,38.17,1.58,39.99,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
283,26.85,1.71,81.77,Feminino,Verde,Preto,Contusão,Casa,Amarela,Classe Média,Desconhecido
504,56.88,1.77,65.43,Masculino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
1738,27.33,1.9,81.63,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
546,19.77,1.7,65.77,Feminino,Verde,Loiro,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
582,29.29,1.64,46.98,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
1203,58.72,1.57,53.67,Feminino,Preto,Loiro,Envenenamento,Casa,Parda,Classe Alta,Desconhecido
390,23.0,1.47,69.94,Feminino,Azul,Ruivo,Contusão,Rua,Negra,Classe Média,Desconhecido
703,14.41,1.68,70.98,Feminino,Verde,Preto,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
1249,35.24,1.52,89.02,Masculino,Verde,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
1346,19.84,1.49,38.29,Feminino,Castanho,Loiro,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1186,55.56,1.81,50.4,Feminino,Azul,Loiro,Contusão,Casa,Negra,Classe Baixa,Desconhecido
128,58.81,1.74,60.99,Feminino,Azul,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
114,39.84,1.71,88.09,Feminino,Preto,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
153,55.34,1.87,44.52,Feminino,Verde,Preto,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
57,40.78,1.61,85.93,Masculino,Verde,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1319,19.11,1.84,39.46,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Baixa,ElBigodon Camacho
1514,33.95,1.58,87.5,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
28,28.34,1.69,65.84,Masculino,Castanho,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
903,28.45,1.71,79.89,Feminino,Azul,Castanho,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
879,30.49,1.76,75.16,Feminino,Preto,Ruivo,Contusão,Rua,Amarela,Classe Alta,Desconhecido
1613,37.89,1.71,55.77,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
395,41.26,1.51,74.06,Feminino,Verde,Preto,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
1531,41.12,1.63,66.68,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
934,12.03,1.73,62.78,Feminino,Preto,Castanho,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
957,52.08,1.56,67.78,Masculino,Verde,Preto,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
882,56.28,1.46,75.52,Feminino,Verde,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
1353,18.99,1.5,40.49,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1328,20.9,1.48,36.56,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
568,56.56,1.53,32.22,Masculino,Preto,Loiro,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
1439,11.14,1.56,46.01,Masculino,Azul,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
382,46.89,1.42,43.6,Feminino,Preto,Castanho,Contusão,Trabalho,Branca,Classe Média,Desconhecido
1594,34.34,1.62,60.98,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
577,54.69,1.74,72.37,Masculino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Alta,Desconhecido
1386,11.27,1.56,39.55,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
322,31.2,1.82,41.04,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
1312,53.32,1.89,49.39,Feminino,Verde,Loiro,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
381,48.51,1.65,36.57,Feminino,Verde,Castanho,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
1133,20.02,1.78,49.83,Feminino,Preto,Preto,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
356,12.16,1.84,39.9,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
484,30.9,1.41,49.67,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
940,57.71,1.82,85.36,Feminino,Verde,Loiro,Envenenamento,Escola,Branca,Classe Média,Desconhecido
372,56.9,1.79,58.51,Masculino,Castanho,Preto,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
366,31.82,1.82,45.86,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
371,30.32,1.54,74.74,Feminino,Castanho,Castanho,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
241,45.54,1.45,47.64,Feminino,Preto,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
134,57.03,1.41,37.47,Feminino,Castanho,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
193,38.95,1.41,59.08,Masculino,Verde,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
1495,42.95,1.59,72.58,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1595,41.0,1.68,54.63,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1127,29.48,1.68,62.83,Feminino,Azul,Loiro,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
1589,13.63,1.53,65.37,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1366,23.7,1.51,37.09,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
0,17.82,1.48,38.7,Feminino,Verde,Castanho,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1465,12.87,1.59,46.13,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1624,25.85,1.74,49.44,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1399,41.38,1.54,34.12,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1571,53.51,1.61,54.95,Feminino,Verde,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1676,20.17,1.78,82.01,Masculino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
734,18.11,1.61,35.18,Masculino,Preto,Preto,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
420,12.81,1.54,80.9,Masculino,Azul,Castanho,Contusão,Trabalho,Parda,Classe Média,Desconhecido
468,49.74,1.63,71.23,Masculino,Verde,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
819,25.4,1.47,40.49,Masculino,Castanho,Preto,Contusão,Rua,Branca,Classe Média,Desconhecido
1819,13.22,1.85,86.44,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
970,52.84,1.43,36.63,Feminino,Verde,Ruivo,Contusão,Casa,Negra,Classe Alta,Desconhecido
1569,42.34,1.76,62.23,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
144,57.71,1.77,66.8,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
936,58.85,1.9,70.28,Feminino,Verde,Castanho,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
590,28.97,1.51,44.46,Masculino,Preto,Castanho,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
614,17.11,1.78,80.75,Masculino,Verde,Castanho,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
1065,58.5,1.79,40.56,Feminino,Azul,Loiro,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
1262,53.27,1.41,40.03,Masculino,Preto,Ruivo,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
521,13.02,1.76,77.49,Masculino,Preto,Preto,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
1690,32.51,1.79,64.94,Masculino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1639,46.63,1.61,66.71,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1445,24.54,1.55,39.14,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
246,13.23,1.59,37.41,Feminino,Verde,Ruivo,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
1358,16.22,1.48,46.25,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Baixa,ElBigodon Camacho
78,46.36,1.78,88.03,Feminino,Azul,Ruivo,Contusão,Escola,Branca,Classe Média,Desconhecido
1633,38.53,1.57,30.26,Feminino,Castanho,Preto,Esfaqueamento,Trabalho,Branca,Classe Baixa,Coringon de le pinheirinho Silva
1576,39.2,1.75,64.19,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1590,35.05,1.66,82.48,Feminino,Azul,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
778,39.21,1.9,64.02,Masculino,Azul,Preto,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
324,15.0,1.47,85.27,Masculino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido
1150,13.83,1.63,71.39,Masculino,Verde,Ruivo,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1239,49.7,1.58,61.84,Feminino,Verde,Preto,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
762,41.15,1.54,69.31,Feminino,Castanho,Castanho,Envenenamento,Escola,Amarela,Classe Média,Desconhecido
1136,49.03,1.62,39.67,Feminino,Castanho,Ruivo,Contusão,Trabalho,Branca,Classe Média,Desconhecido
687,27.87,1.55,46.83,Feminino,Verde,Castanho,Contusão,Rua,Amarela,Classe Média,Desconhecido
445,47.75,1.49,38.66,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1357,14.63,1.44,38.34,Masculino,Azul,Loiro,Contusão,Rua,Amarela,Classe Média,ElBigodon Camacho
1681,26.03,1.89,75.16,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
962,21.42,1.58,76.43,Masculino,Verde,Loiro,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
65,12.32,1.88,58.38,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
1335,11.77,1.55,33.67,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho
845,42.64,1.87,66.44,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
1391,43.8,1.48,40.95,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
325,24.22,1.66,81.47,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1142,54.74,1.62,61.25,Feminino,Preto,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
1379,11.78,1.48,33.18,Masculino,Verde,Loiro,Envenenamento,Rua,Parda,Classe Média,ElBigodon Camacho
907,25.2,1.56,35.58,Feminino,Preto,Ruivo,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
730,29.41,1.58,89.69,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1660,27.15,1.71,76.45,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1490,34.0,1.58,55.32,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
978,31.4,1.54,85.8,Masculino,Preto,Castanho,Contusão,Rua,Branca,Classe Média,Desconhecido
518,16.53,1.86,35.19,Masculino,Verde,Preto,Envenenamento,Escola,Parda,Classe Média,Desconhecido
253,50.01,1.77,56.75,Masculino,Azul,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
1461,14.05,1.78,43.44,Masculino,Azul,Loiro,Esfaqueamento,Escola,Branca,Classe Média,ElBigodon Camacho
1123,29.34,1.86,82.85,Masculino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
1381,37.55,1.54,41.57,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1308,15.37,1.44,83.95,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
464,59.55,1.78,52.97,Feminino,Verde,Preto,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
834,31.78,1.81,50.8,Feminino,Azul,Preto,Contusão,Rua,Branca,Classe Alta,Desconhecido
169,17.35,1.57,63.87,Feminino,Verde,Castanho,Envenenamento,Escola,Negra,Classe Média,Desconhecido
1129,50.54,1.49,51.04,Feminino,Preto,Ruivo,Contusão,Escola,Branca,Classe Baixa,Desconhecido
1464,21.7,1.52,39.44,Masculino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1700,50.97,1.8,79.5,Masculino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1314,55.21,1.63,87.43,Feminino,Azul,Preto,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
1145,23.72,1.85,76.66,Feminino,Preto,Ruivo,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
732,59.13,1.79,73.75,Feminino,Azul,Castanho,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
1525,34.13,1.59,60.84,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1664,31.63,1.74,86.39,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
292,55.3,1.79,63.45,Feminino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Alta,Desconhecido
1356,13.86,1.43,30.35,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1789,22.01,1.83,80.16,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
997,13.21,1.63,72.95,Feminino,Preto,Preto,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
157,32.38,1.65,71.8,Feminino,Preto,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
1598,50.02,1.76,66.11,Feminino,Preto,Preto,Contusão,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
343,19.28,1.66,55.87,Masculino,Verde,Ruivo,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
1293,47.83,1.51,49.98,Masculino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
387,10.89,1.78,62.92,Masculino,Preto,Preto,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
917,53.71,1.85,54.0,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
803,21.4,1.5,47.0,Feminino,Azul,Preto,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
1020,41.13,1.81,30.18,Masculino,Verde,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
1702,21.92,1.86,78.89,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1219,48.19,1.59,35.22,Feminino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
872,18.07,1.65,85.81,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
379,38.08,1.51,44.93,Feminino,Castanho,Castanho,Contusão,Trabalho,Branca,Classe Média,Desconhecido
30,10.02,1.52,83.52,Masculino,Preto,Ruivo,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
269,19.41,1.48,34.61,Masculino,Verde,Loiro,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
1603,36.53,1.76,55.19,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
279,21.73,1.87,78.73,Feminino,Preto,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
1492,42.97,1.7,58.72,Masculino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
151,18.88,1.82,32.29,Masculino,Castanho,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1213,54.16,1.86,77.31,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
1626,41.73,1.55,65.82,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1258,20.27,1.65,63.31,Feminino,Azul,Ruivo,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
1042,45.42,1.89,49.77,Masculino,Preto,Preto,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
143,36.3,1.83,50.72,Masculino,Azul,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
857,33.36,1.66,37.81,Masculino,Preto,Castanho,Contusão,Rua,Parda,Classe Alta,Desconhecido
1473,12.78,1.59,83.39,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
469,41.4,1.45,58.9,Masculino,Preto,Ruivo,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
156,52.65,1.48,79.06,Masculino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
958,53.57,1.48,37.52,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1270,28.82,1.83,32.7,Feminino,Azul,Ruivo,Contusão,Trabalho,Parda,Classe Média,Desconhecido
1233,35.38,1.89,87.0,Feminino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
1406,14.17,1.54,43.01,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
747,28.51,1.66,84.8,Masculino,Castanho,Ruivo,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
935,11.53,1.77,52.4,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
1195,24.53,1.49,36.7,Feminino,Verde,Castanho,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
235,15.44,1.73,80.64,Masculino,Castanho,Preto,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
1781,10.07,1.8,81.18,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
1798,25.51,1.79,86.47,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1385,17.91,1.55,37.21,Feminino,Verde,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
497,28.2,1.77,49.37,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
